,s_id,Station_name,Street,Neighbourhood,Area_loc,s_lat,s_lon,s_num_docks,Size_bucket
603,300009,"World's End Place, West Chelsea",World's End Place,West Chelsea,South_West,51.481805,-0.180274,21,100
604,300030,"Thorndike Close, West Chelsea",Thorndike Close,West Chelsea,South_West,51.480898,-0.183853,24,100
605,300022,"Evesham Street, Avondale",Evesham Street,Avondale,West,51.511486,-0.21819,29,100
606,200196,"Simpson Street, Clapham Junction",Simpson Street,Clapham Junction,South_West,51.470847,-0.170703,24,100
607,200223,"Ashmole Estate, Oval",Ashmole Estate,Oval,South_West,51.482678,-0.117661,34,150
608,200221,"Crabtree Lane, Fulham",Crabtree Lane,Fulham,South_West,51.482944,-0.219346,27,100
609,200040,"Broomhouse Lane, Parsons Green",Broomhouse Lane,Parsons Green,South_West,51.468418,-0.199135,29,100
610,200220,"Blythe Road West, Shepherd's Bush",Blythe Road West,Shepherd's Bush,South_West,51.49968,-0.221791,21,100
611,300005,"Ethelburga Estate, Battersea Park",Ethelburga Estate,Battersea Park,South_West,51.477292,-0.164786,25,100
612,200212,"Blackfriars Station, St. Paul's",Blackfriars Station,St. Paul's,Central,51.511934,-0.103078,33,150
613,300020,"West Kensington Station, West Kensington",West Kensington Station,West Kensington,South_West,51.49087,-0.206029,22,100
614,300023,"All Saints Church, Portobello",All Saints Church,Portobello,West,51.51632,-0.202608,37,150
615,200189,"Phene Street, Chelsea",Phene Street,Chelsea,South_West,51.484984,-0.167919,24,100
616,200124,"Clarendon Road, Avondale",Clarendon Road,Avondale,West,51.51323,-0.211593,24,100
617,300013,"Austin Road, Battersea Park",Austin Road,Battersea Park,South_West,51.474376,-0.155442,22,100
618,200113,"Smugglers Way, Wandsworth",Smugglers Way,Wandsworth,South_West,51.461083,-0.191722,22,100
619,300004,"Harris Academy, Bermondsey",Harris Academy,Bermondsey,East,51.492668,-0.07235,18,100
620,200209,"Shepherd's Bush Road North, Shepherd's Bush",Shepherd's Bush Road North,Shepherd's Bush,West,51.501594,-0.222293,33,150
621,300037,"Ravenscourt Park Station, Hammersmith",Ravenscourt Park Station,Hammersmith,South_West,51.494223,-0.236769,22,100
622,300036,"Teversham Lane, Stockwell",Teversham Lane,Stockwell,South_West,51.476149,-0.123258,39,150
623,200169,"Ashley Crescent, Battersea",Ashley Crescent,Battersea,South_West,51.467185,-0.152248,25,100
624,300052,"Parsons Green Station, Parsons Green",Parsons Green Station,Parsons Green,South_West,51.475089,-0.201968,56,200
625,200206,"Chicheley Street, South Bank",Chicheley Street,South Bank,Central,51.502698,-0.116747,24,100
626,300051,"Hibbert Street, Battersea",Hibbert Street,Battersea,South_West,51.46517,-0.180389,34,150
627,300035,"Carnegie Street, King's Cross",Carnegie Street,King's Cross,North,51.535467,-0.116191,39,150
628,200126,"Usk Road, Clapham Junction",Usk Road,Clapham Junction,South_West,51.463489,-0.182126,29,100
629,200207,"Hartington Road, Stockwell",Hartington Road,Stockwell,South_West,51.47787,-0.126874,34,150
630,200023,"Heath Road, Battersea",Heath Road,Battersea,South_West,51.468669,-0.146544,25,100
631,200170,"Esmond Street, Putney",Esmond Street,Putney,South_West,51.462312,-0.211468,30,100
632,200114,"Orbel Street, Battersea",Orbel Street,Battersea,South_West,51.474535,-0.17021,26,100
633,200210,"Westbridge Road, Battersea",Westbridge Road,Battersea,South_West,51.477684,-0.170329,27,100
634,200043,"Bishop's Avenue, Fulham",Bishop's Avenue,Fulham,South_West,51.473036,-0.214749,45,150
635,200059,"Crisp Road, Hammersmith",Crisp Road,Hammersmith,South_West,51.488108,-0.226606,44,150
636,200119,"Dorothy Road, Clapham Junction",Dorothy Road,Clapham Junction,South_West,51.465064,-0.16375,28,100
637,200188,"Neville Gill Close, Wandsworth",Neville Gill Close,Wandsworth,South_West,51.454752,-0.195197,32,150
638,200219,"Osiers Road, Wandsworth",Osiers Road,Wandsworth,South_West,51.46067,-0.198735,30,100
639,200097,"Beryl Road, Hammersmith",Beryl Road,Hammersmith,South_West,51.488144,-0.222456,25,100
640,200216,"Clements Road, Bermondsey",Clements Road,Bermondsey,East,51.4954,-0.061698,23,100
641,200204,"Northfields, Wandsworth",Northfields,Wandsworth,South_West,51.460951,-0.200667,27,100
642,200106,"Spanish Road, Clapham Junction",Spanish Road,Clapham Junction,South_West,51.459225,-0.180884,30,100
643,200199,"Stanley Grove, Battersea",Stanley Grove,Battersea,South_West,51.470475,-0.15213,23,100
644,200184,"Erin Close, Walham Green",Erin Close,Walham Green,South_West,51.479463,-0.195777,24,100
645,200112,"Cadogan Close, Victoria Park",Cadogan Close,Victoria Park,North,51.542118,-0.028941,22,100
646,300019,"Felsham Road, Putney",Felsham Road,Putney,South_West,51.464786,-0.215618,18,100
647,300033,"Putney Rail Station, Putney",Putney Rail Station,Putney,South_West,51.460717,-0.216526,20,100
648,300031,"Islington Green, Angel",Islington Green,Angel,North,51.536384,-0.102757,21,100
649,300018,"Charing Cross Hospital, Hammersmith",Charing Cross Hospital,Hammersmith,South_West,51.487285,-0.217995,21,100
650,200129,"Charlotte Terrace, Angel",Charlotte Terrace,Angel,North,51.536392,-0.112721,24,100
651,200121,"Shoreditch Court, Haggerston",Shoreditch Court,Haggerston,North,51.539083,-0.070329,34,150
652,200057,"Belford House, Haggerston",Belford House,Haggerston,North,51.536654,-0.07023,38,150
653,200201,"Battersea Church Road, Battersea",Battersea Church Road,Battersea,South_West,51.476964,-0.174347,24,100
654,200077,"Vicarage Crescent, Battersea",Vicarage Crescent,Battersea,South_West,51.472876,-0.176267,29,100
655,200213,"Durant Street, Bethnal Green",Durant Street,Bethnal Green,North,51.528681,-0.06555,24,100
656,200094,"St. Bride Street, Holborn",St. Bride Street,Holborn,Central,51.515059,-0.105344,24,100
657,200063,"Mexfield Road, East Putney",Mexfield Road,East Putney,South_West,51.45682,-0.202802,18,100
658,300042,"Upper Richmond Road, Putney",Upper Richmond Road,Putney,South_West,51.459715,-0.212145,25,100
659,200193,"Snowsfields, London Bridge",Snowsfields,London Bridge,East,51.502153,-0.083632,31,150
660,200197,"Barons Court Station, West Kensington",Barons Court Station,West Kensington,South_West,51.490217,-0.215087,31,150
661,200217,"Disraeli Road, Putney",Disraeli Road,Putney,South_West,51.46161,-0.216145,33,150
662,200205,"Montserrat Road , Putney",Montserrat Road,Putney,South_West,51.463211,-0.21555,23,100
663,300045,"Albert Bridge Road, Battersea Park",Albert Bridge Road,Battersea Park,South_West,51.474392,-0.163347,17,100
664,300028,"Everington Street, Fulham",Everington Street,Fulham,South_West,51.483356,-0.216305,31,150
665,300056,"Mile End Stadium, Mile End",Mile End Stadium,Mile End,East,51.518541,-0.034903,22,100
666,200122,"Hawley Crescent, Camden Town",Hawley Crescent,Camden Town,North,51.541007,-0.14326,22,100
667,300055,"Stewart's Road, Wandsworth Road",Stewart's Road,Wandsworth Road,South_West,51.473116,-0.137235,28,100
668,300049,"Aylward Street, Stepney",Aylward Street,Stepney,East,51.51563,-0.049067,22,100
669,300048,"Stainsby Road , Poplar",Stainsby Road,Poplar,East,51.515427,-0.023565,23,100
670,300024,"Dunston Road , Haggerston",Dunston Road,Haggerston,North,51.536585,-0.075885,43,150
671,300040,"Ada Street, Hackney Central",Ada Street,Hackney Central,North,51.535716,-0.060291,45,150
672,300011,"Victoria Park Road, Hackney Central",Victoria Park Road,Hackney Central,North,51.536424,-0.054162,34,150
673,300038,"Star Road, West Kensington",Star Road,West Kensington,South_West,51.487244,-0.205279,23,100
674,300039,"Wendon Street, Old Ford",Wendon Street,Old Ford,North,51.536039,-0.026262,18,100
675,300041,"Finnis Street, Bethnal Green",Finnis Street,Bethnal Green,North,51.524583,-0.058631,18,100
676,300053,"Stephendale Road, Sands End",Stephendale Road,Sands End,South_West,51.46822,-0.190346,48,200
677,300046,"Alma Road, Wandsworth",Alma Road,Wandsworth,South_West,51.457991,-0.184806,28,100
678,300050,"Walworth Square, Walworth",Walworth Square,Walworth,East,51.491327,-0.096518,23,100
679,300047,"Alfreda Street, Battersea Park",Alfreda Street,Battersea Park,South_West,51.47505,-0.150908,22,100
680,300054,"Chesilton Road, Fulham",Chesilton Road,Fulham,South_West,51.475698,-0.205876,22,100
681,300044,"Putney Bridge Road, East Putney",Putney Bridge Road,East Putney,South_West,51.461999,-0.20624,29,100
682,300043,"St. Peter's Terrace, Fulham",St. Peter's Terrace,Fulham,South_West,51.478939,-0.208485,24,100
683,300082,"Bridge Avenue, Hammersmith",Bridge Avenue,Hammersmith,South_West,51.492084,-0.229116,17,100
684,300095,"Michael Road, Walham Green",Michael Road,Walham Green,South_West,51.477276,-0.18921,37,150
685,300083,"Duke Street Hill, London Bridge",Duke Street Hill,London Bridge,East,51.506304,-0.087262,20,100
686,300093,"Park Lane, Mayfair",Park Lane,Mayfair,Central,51.505426,-0.150817,18,100
687,300094,"Plough Terrace, Clapham Junction",Plough Terrace,Clapham Junction,South_West,51.462305,-0.175407,29,100
688,200120,"Grant Road East, Clapham Junction",Grant Road East,Clapham Junction,South_West,51.464894,-0.173029,28,100
689,300088,"Queensdale Road, Shepherd's Bush",Queensdale Road,Shepherd's Bush,West,51.50659,-0.216104,27,100
690,300086,"Fulham Broadway, Walham Green",Fulham Broadway,Walham Green,South_West,51.479932,-0.194116,25,100
691,300087,"Imperial Road, Sands End",Imperial Road,Sands End,South_West,51.475142,-0.187278,36,150
692,300091,"Hortensia Road, West Brompton",Hortensia Road,West Brompton,South_West,51.481765,-0.185273,28,100
693,300084,"Sirdar Road, Avondale",Sirdar Road,Avondale,West,51.510928,-0.214594,26,100
694,300085,"Freston Road, Avondale",Freston Road,Avondale,West,51.512981,-0.219486,23,100
695,300090,"Blenheim Crescent, Ladbroke Grove",Blenheim Crescent,Ladbroke Grove,West,51.515108,-0.208565,22,100
696,300078,"Oxford Road, Putney",Oxford Road,Putney,South_West,51.460792,-0.212607,28,100
697,300077,"Ingrave Street, Clapham Junction",Ingrave Street,Clapham Junction,South_West,51.467454,-0.172293,30,100
698,300075,"Upcerne Road, West Chelsea",Upcerne Road,West Chelsea,South_West,51.478169,-0.182435,29,100
699,300076,"Lots Road, West Chelsea",Lots Road,West Chelsea,South_West,51.479573,-0.179038,23,100
700,300089,"Ormonde Gate, Chelsea",Ormonde Gate,Chelsea,South_West,51.487964,-0.161765,23,100
701,300092,"Hertford Road, De Beauvoir Town",Hertford Road,De Beauvoir Town,North,51.537277,-0.079201,23,100
702,300081,"Haggerston Road, Haggerston",Haggerston Road,Haggerston,North,51.539328,-0.074284,35,150
703,300080,"Culvert Road, Battersea",Culvert Road,Battersea,South_West,51.471095,-0.15785,26,100
704,300074,"Newton Street, Covent Garden",Newton Street,Covent Garden,Central,51.516128,-0.120909,24,100
705,300079,"London Street, Paddington",London Street,Paddington,Central,51.515117,-0.173712,18,100
706,300006,"Clapham South, Clapham South",Clapham South,Clapham South,South_West,51.452997,-0.148651,27,100
707,300067,"Grenfell Road, Avondale",Grenfell Road,Avondale,West,51.5129,-0.214762,24,100
708,300058,"The Vale, Chelsea",The Vale,Chelsea,South_West,51.485121,-0.174971,24,100
709,300073,"Prince of Wales Drive, Battersea Park",Prince of Wales Drive,Battersea Park,South_West,51.475153,-0.159169,21,100
710,300069,"Harcourt Terrace, West Brompton",Harcourt Terrace,West Brompton,South_West,51.487958,-0.187404,22,100
711,300057,"Westbourne Park Road, Portobello",Westbourne Park Road,Portobello,West,51.51787,-0.201005,23,100
712,300072,"Broadley Terrace, Marylebone",Broadley Terrace,Marylebone,North,51.524561,-0.165668,18,100
713,300071,"Elgin Avenue, Maida Hill",Elgin Avenue,Maida Hill,West,51.524309,-0.201234,17,100
714,300068,"Humbolt Road, Fulham",Humbolt Road,Fulham,South_West,51.483217,-0.21186,25,100
715,200202,"Storey's Gate, Westminster",Storey's Gate,Westminster,South_West,51.500703,-0.129698,15,50
716,300027,"Mile End Park Leisure Centre, Mile End",Mile End Park Leisure Centre,Mile End,East,51.520597,-0.032566,47,200
717,200185,"St. John's Road, Clapham Junction",St. John's Road,Clapham Junction,South_West,51.462392,-0.168292,32,150
718,300064,"Ranelagh Gardens, Fulham",Ranelagh Gardens,Fulham,South_West,51.467601,-0.206827,38,150
719,200079,"Ram Street, Wandsworth",Ram Street,Wandsworth,South_West,51.457529,-0.192165,22,100
720,200177,"Santos Road, Wandsworth",Santos Road,Wandsworth,South_West,51.457059,-0.200806,29,100
721,300065,"Clapham Common North Side, Clapham Common",Clapham Common North Side,Clapham Common,South_West,51.461343,-0.159322,35,150
722,300001,"Sandilands Road, Walham Green",Sandilands Road,Walham Green,South_West,51.473611,-0.191803,21,100
723,300097,"Gwendwr Road, West Kensington",Gwendwr Road,West Kensington,South_West,51.491026,-0.209121,30,100
724,300007,"Rifle Place, Avondale",Rifle Place,Avondale,West,51.509224,-0.216016,21,100
725,300015,"Binfield Road, Stockwell",Binfield Road,Stockwell,South_West,51.472509,-0.122831,34,150
726,300096,"Tallis Street, Temple",Tallis Street,Temple,Central,51.511891,-0.107349,23,100
727,300098,"Hurlingham Park, Parsons Green",Hurlingham Park,Parsons Green,South_West,51.470131,-0.20464,20,100
728,300101,"Little Brook Green, Brook Green",Little Brook Green,Brook Green,South_West,51.496664,-0.223868,32,150
729,300100,"Limburg Road, Clapham Junction",Limburg Road,Clapham Junction,South_West,51.461923,-0.165297,20,100
730,200072,"Houndsditch, Aldgate",Houndsditch,Aldgate,East,51.514449,-0.077178,27,100
731,300070,"Imperial Wharf Station, Sands End",Imperial Wharf Station,Sands End,South_West,51.474665,-0.183165,25,100
732,300032,"Victoria & Albert Museum, South Kensington",Victoria & Albert Museum,South Kensington,South_West,51.495898,-0.173009,30,100
733,300210,"Halford Road, West Kensington",Halford Road,West Kensington,South_West,51.483911,-0.197609,24,100
734,300213,"Monier Road, Hackney Wick",Monier Road,Hackney Wick,East,51.540311,-0.02163,26,100
735,300200,"East Village, Queen Elizabeth Olympic Park",East Village,Queen Elizabeth Olympic Park,East,51.546326,-0.009935,34,150
736,300029,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",Lee Valley VeloPark,Queen Elizabeth Olympic Park,East,51.549369,-0.015717,44,150
737,300227,"Timber Lodge, Queen Elizabeth Olympic Park",Timber Lodge,Queen Elizabeth Olympic Park,East,51.546805,-0.014691,35,150
738,300226,"Copper Box Arena, Queen Elizabeth Olympic Park",Copper Box Arena,Queen Elizabeth Olympic Park,East,51.544909,-0.020542,31,150
739,300021,"Podium, Queen Elizabeth Olympic Park",Podium,Queen Elizabeth Olympic Park,East,51.538718,-0.011889,40,150
740,300234,"Stratford Station, Stratford",Stratford Station,Stratford,East,51.541793,-0.00481,27,100
741,300214,"Blackfriars Road, Southwark",Blackfriars Road,Southwark,Central,51.505461,-0.10454,41,150
742,300205,"Cromer Street, Bloomsbury",Cromer Street,Bloomsbury,North,51.528279,-0.119558,27,100
743,300204,"Victoria Rise, Clapham Common",Victoria Rise,Clapham Common,South_West,51.461376,-0.147804,20,100
744,300203,"Euston Square Gardens, Euston",Euston Square Gardens,Euston,North,51.527068,-0.131861,30,100
745,300201,"Coram Street, Bloomsbury",Coram Street,Bloomsbury,North,51.524,-0.126409,29,100
746,300211,"Ossulston Street, Somers Town",Ossulston Street,Somers Town,North,51.5293,-0.128279,30,100
747,300212,"Birkenhead Street, King's Cross",Birkenhead Street,King's Cross,North,51.530199,-0.122299,26,100
748,300202,"Kings Gate House, Westminster",Kings Gate House,Westminster,South_West,51.497698,-0.137598,24,100
749,300248,"Sopwith Way, Battersea Park",Sopwith Way,Battersea Park,South_West,51.481121,-0.149035,29,100
750,300208,"Lavington Street, Bankside",Lavington Street,Bankside,East,51.505224,-0.098031,29,100
751,300209,"Albert Square, Stockwell",Albert Square,Stockwell,South_West,51.47659,-0.118256,32,150
752,300238,"Southwark Street, Bankside",Southwark Street,Bankside,East,51.505409,-0.098341,23,100
753,300243,"Good's Way, King's Cross",Good's Way,King's Cross,North,51.534667,-0.125078,27,100
754,300244,"The Metropolitan, Portobello",The Metropolitan,Portobello,West,51.520509,-0.200804,18,100
755,300241,"Handyside Street, King's Cross",Handyside Street,King's Cross,North,51.53724,-0.124807,27,100
756,300236,"Bevington Road West, North Kensington",Bevington Road West,North Kensington,West,51.5212,-0.208888,23,100
757,300207,"Gauden Road, Clapham",Gauden Road,Clapham,South_West,51.464995,-0.130908,20,100
758,300240,"Lincoln's Inn Fields, Holborn",Lincoln's Inn Fields,Holborn,Central,51.516277,-0.118272,28,100
759,300237,"Tate Modern, Bankside",Tate Modern,Bankside,East,51.506725,-0.098807,30,100
760,300228,"Westferry Circus, Canary Wharf",Westferry Circus,Canary Wharf,East,51.505703,-0.027772,34,150
761,300217,"Here East North, Queen Elizabeth Olympic Park",Here East North,Queen Elizabeth Olympic Park,North,51.548731,-0.022606,28,100
762,300224,"New Spring Gardens Walk, Vauxhall",New Spring Gardens Walk,Vauxhall,South_West,51.487807,-0.122759,36,150
763,300245,"Clapham Road, Lingham Street, Stockwell",Clapham Road,Lingham Street,South_West,51.471433,-0.12367,30,100
764,300231,"Lambeth Palace Road, Waterloo",Lambeth Palace Road,Waterloo,South_West,51.500089,-0.116628,34,150
765,300219,"Here East South, Queen Elizabeth Olympic Park",Here East South,Queen Elizabeth Olympic Park,East,51.546532,-0.020597,28,100
766,300232,"Riverlight South, Nine Elms",Riverlight South,Nine Elms,South_West,51.481335,-0.138212,25,100
767,300249,"Westminster Pier, Westminster",Westminster Pier,Westminster,Central,51.501513,-0.123823,26,100
768,300246,"Belvedere Road 2, South Bank",Belvedere Road 2,South Bank,Central,51.50621,-0.114842,38,150
769,300239,"Victory Place, Walworth",Victory Place,Walworth,East,51.492807,-0.091938,23,100
770,300221,"Battersea Power Station, Battersea Park",Battersea Power Station,Battersea Park,South_West,51.483507,-0.147714,24,100
771,300242,"Allington Street, Victoria",Allington Street,Victoria,South_West,51.496863,-0.142943,28,100
772,300247,"Cranmer Road, Stockwell",Cranmer Road,Stockwell,South_West,51.479601,-0.111471,23,100
773,300225,"Normandy Road, Stockwell",Normandy Road,Stockwell,South_West,51.473874,-0.11258,31,150
774,300230,"Wynne Road, Stockwell",Wynne Road,Stockwell,South_West,51.469217,-0.112686,25,100
775,300229,"Sidney Road, Stockwell",Sidney Road,Stockwell,South_West,51.469202,-0.119022,26,100
776,300215,"St John's Crescent, Brixton",St John's Crescent,Brixton,South_West,51.466232,-0.113179,24,100
777,200240,"Ferndale Road, Brixton",Ferndale Road,Brixton,South_West,51.464019,-0.115781,29,100
778,300206,"Saltoun Road, Brixton",Saltoun Road,Brixton,South_West,51.460232,-0.115375,40,150
779,300216,"Gas Holders, Battersea Park",Gas Holders,Battersea Park,South_West,51.477966,-0.147857,24,100
780,300220,"Farringdon Street, Holborn",Farringdon Street,Holborn,Central,51.516785,-0.104947,25,100
781,300235,"York Way, Kings Cross",York Way,Kings Cross,North,51.541596,-0.125441,24,100
782,300222,"Fore Street, Guildhall",Fore Street,Guildhall,East,51.518093,-0.091401,25,100
783,200144,"Sea Containers, South Bank",Sea Containers,South Bank,Central,51.508033,-0.106823,28,100
784,2679,"George Row, Bermondsey",George Row,Bermondsey,East,51.498585,-0.068981,21,100
785,2667,"Tower Wharf, Bermondsey",Tower Wharf,Bermondsey,East,51.500845,-0.074704,20,100
786,300250,"Temple Gardens, Temple",Temple Gardens,Temple,Central,51.510981,-0.108322,24,100
787,300252,"Canada Water Station, Rotherhithe",Canada Water Station,Rotherhithe,East,51.498439,-0.04915,24,100
788,300253,"Bermondsey Station, Bermondsey",Bermondsey Station,Bermondsey,East,51.497995,-0.063471,30,100
789,300063,"Burgess Park Albany Road, Walworth",Burgess Park Albany Road,Walworth,East,51.48224,-0.094284,29,100
790,300062,"South Bermondsey Station, Bermondsey",South Bermondsey Station,Bermondsey,East,51.488067,-0.057774,24,100
791,300061,"Crimscott Street, Bermondsey",Crimscott Street,Bermondsey,East,51.495598,-0.078893,18,100
792,300060,"Brandon Street, Walworth",Brandon Street,Walworth,East,51.489102,-0.091548,21,100
793,300059,"The Blue, Bermondsey",The Blue,Bermondsey,East,51.492221,-0.062513,22,100
794,200081,"Coomer Place, West Kensington",Coomer Place,West Kensington,South_West,51.48357,-0.202038,27,100
795,300034,"St. Mark's Road, North Kensington",St. Mark's Road,North Kensington,West,51.51687,-0.213872,20,100
